Capabilities,Domain,Skill,Tactic,Technique,SUB-Technique,Windows,Linux,Cloud,MAC OS,Beginner,Intermediate,Expert,Ninja,Reference,
Predict,Security Assesment,OS Penetration Testing,Persistence,Hijaking Execution FLow T1574,Path Interception by PATH Environment Variable T1574.007,,,,,,,,,https://attack.mitre.org/techniques/T1574/007/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Hijaking Execution FLow T1574,Path Interception by Search Order Hijacking T1574.008,,,,,,,,,https://attack.mitre.org/techniques/T1574/008/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Hijaking Execution FLow T1574,Path Interception by Unquoted Path T1574.009,,,,,,,,,https://attack.mitre.org/techniques/T1574/009/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Hijaking Execution FLow T1574,Services File Permissions Weakness T1574.010,,,,,,,,,https://attack.mitre.org/techniques/T1574/010/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Hijaking Execution FLow T1574,Services Registry Permissions Weakness T 1574.011,,,,,,,,,https://attack.mitre.org/techniques/T1574/011/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Hijaking Execution FLow T1574,COR_PROFILER T1574.012,,,,,,,,,https://attack.mitre.org/techniques/T1574/012/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Implant Internal Image-T1525,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1525/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Office Application Startup-T1137,Office Template Macros-T1137.001,,,,,,,,,https://attack.mitre.org/techniques/T1137/001/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Office Application Startup-T1137,Office Test-T1137.002,,,,,,,,,https://attack.mitre.org/techniques/T1137/002/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Office Application Startup-T1137,Outlook Forms-T1137.003,,,,,,,,,https://attack.mitre.org/techniques/T1137/003/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Office Application Startup-T1137,Outlook Home Page-T1137.004,,,,,,,,,https://attack.mitre.org/techniques/T1137/004/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Office Application Startup-T1137,Outlook Rules-T1137.005,,,,,,,,,https://attack.mitre.org/techniques/T1137/005/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Office Application Startup-T1137,Add-ins-T1137.006,,,,,,,,,https://attack.mitre.org/techniques/T1137/006/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Pre-OS Boot-T1542,System Firmware-T1542.001,,,,,,,,,https://attack.mitre.org/techniques/T1542/001/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Pre-OS Boot-T1542,Component Firmware-T1542.002,,,,,,,,,https://attack.mitre.org/techniques/T1542/002/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Pre-OS Boot-T1542,Bootkit-T1542.003,,,,,,,,,https://attack.mitre.org/techniques/T1542/003/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Pre-OS Boot-T1542,ROMMONKit T1542.004,,,,,,,,,https://attack.mitre.org/techniques/T1542/004/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Pre-OS Boot-T1542,TFTP Boot T1542.005,,,,,,,,,https://attack.mitre.org/techniques/T1542/005/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Scheduled Task/Job-T1053,At (Linux)-T1053.001,1,0,0,0,,,,,https://attack.mitre.org/techniques/T1053/001/ ,
Predict,Security Assesment,OS Penetration Testing,Persistence,Scheduled Task/Job-T1053,At (Windows)-T1053.002,1,0,0,0,,,,,https://attack.mitre.org/techniques/T1053/002/ ,
Predict,Security Assesment,OS Penetration Testing,Persistence,Scheduled Task/Job-T1053,Cron-T1053.003,0,1,0,0,,,,,https://attack.mitre.org/techniques/T1053/003/ ,
Predict,Security Assesment,OS Penetration Testing,Persistence,Scheduled Task/Job-T1053,Scheduled Task-T1053.005,0,0,0,1,,,,,https://attack.mitre.org/techniques/T1053/005/ ,
Predict,Security Assesment,OS Penetration Testing,Persistence,Scheduled Task/Job-T1053,Systemd Timers T1053.006,0,1,0,1,,,,,https://attack.mitre.org/techniques/T1053/006/ ,
Predict,Security Assesment,OS Penetration Testing,Persistence,Scheduled Task/Job-T1053,Container Orchestration Job T1053.007,0,1,0,0,,,,,https://attack.mitre.org/techniques/T1053/007/ ,
Predict,Security Assesment,OS Penetration Testing,Persistence,Server Software Component-T1505,SQL Stored Procedures-T1505.001,,,,,,,,,https://attack.mitre.org/techniques/T1505/001/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Server Software Component-T1505,Transport Agent-T1505.002,,,,,,,,,https://attack.mitre.org/techniques/T1505/002/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Server Software Component-T1505,Web Shell-T1505.003,,,,,,,,,https://attack.mitre.org/techniques/T1505/003/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Server Software Component-T1505,IIS Components T1505.004,,,,,,,,,https://attack.mitre.org/techniques/T1505/004/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Traffic Signaling-T1205,Port Knocking-T1205.001,,,,,,,,,https://attack.mitre.org/techniques/T1205/001/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Valid Accounts-T1078,Default Accounts-T1078.001,,,,,,,,,https://attack.mitre.org/techniques/T1078/001/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Valid Accounts-T1078,Domain Accounts-T1078.002,,,,,,,,,https://attack.mitre.org/techniques/T1078/002/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Valid Accounts-T1078,Local Accounts-T1078.003,,,,,,,,,https://attack.mitre.org/techniques/T1078/003/,
Predict,Security Assesment,OS Penetration Testing,Persistence,Valid Accounts-T1078,Cloud Accounts-T1078.004,,,,,,,,,https://attack.mitre.org/techniques/T1078/004/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Abuse Elevation Control Mechanism-T1548,Setuid and Setgid 1548.001,,,,,,,,,https://attack.mitre.org/techniques/T1548/001/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Abuse Elevation Control Mechanism-T1548,Bypass User Account Control T1548.002,,,,,,,,,https://attack.mitre.org/techniques/T1548/002/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Abuse Elevation Control Mechanism-T1548,Sudo and Sudo Caching T1548.003,,,,,,,,,https://attack.mitre.org/techniques/T1548/003/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Abuse Elevation Control Mechanism-T1548,Elevated Execution with Prompt T1548.004,,,,,,,,,https://attack.mitre.org/techniques/T1548/004/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Access Token Manipulation-T1134,Token ImpersonationTheft T1134.001,,,,,,,,,https://attack.mitre.org/techniques/T1134/001/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Access Token Manipulation-T1134,Create Process with Token 1134.002,,,,,,,,,https://attack.mitre.org/techniques/T1134/002/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Access Token Manipulation-T1134,Make and Impersonate Token 1134.003,,,,,,,,,https://attack.mitre.org/techniques/T1134/003/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Access Token Manipulation-T1134,Parent PID Spoofing-T1134.004,,,,,,,,,https://attack.mitre.org/techniques/T1134/004/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Access Token Manipulation-T1134,SID-History Injection-T1134.005,,,,,,,,,https://attack.mitre.org/techniques/T1134/005/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Boot or Logon Autostart Execution-T1547,Registry Run Keys & Startup Folder-T1547.001,,,,,,,,,https://attack.mitre.org/techniques/T1547/001/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Boot or Logon Autostart Execution-T1547,Authentication Package-T1547.002,,,,,,,,,https://attack.mitre.org/techniques/T1547/002/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Boot or Logon Autostart Execution-T1547,Time Providers-T1547.003,,,,,,,,,https://attack.mitre.org/techniques/T1547/003/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Boot or Logon Autostart Execution-T1547,Winlogon Helper DLL-T1547.004,,,,,,,,,https://attack.mitre.org/techniques/T1547/004/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Boot or Logon Autostart Execution-T1547,Security Support Provider-T1547.005,,,,,,,,,https://attack.mitre.org/techniques/T1547/005/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Boot or Logon Autostart Execution-T1547,Kernel Modules and Extensions-T1547.006,,,,,,,,,https://attack.mitre.org/techniques/T1547/006/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Boot or Logon Autostart Execution-T1547,Re-opened Applications-T1547.007,,,,,,,,,https://attack.mitre.org/techniques/T1547/007/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Boot or Logon Autostart Execution-T1547,LSASS Driver-T1547.008,,,,,,,,,https://attack.mitre.org/techniques/T1547/008/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Boot or Logon Autostart Execution-T1547,Shortcut Modification-T1547.009,,,,,,,,,https://attack.mitre.org/techniques/T1547/009/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Boot or Logon Autostart Execution-T1547,Port Monitors-T1547.010,,,,,,,,,https://attack.mitre.org/techniques/T1547/010/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Boot or Logon Autostart Execution-T1547,Plist Modification-T1547.011,,,,,,,,,https://attack.mitre.org/techniques/T1547/011/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Boot or Logon Autostart Execution-T1547,Print Processors T1547.012,,,,,,,,,https://attack.mitre.org/techniques/T1547/012/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Boot or Logon Autostart Execution-T1547,XDG Autostart Entries T1547.013,,,,,,,,,https://attack.mitre.org/techniques/T1547/013/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Boot or Logon Autostart Execution-T1547,Active Setup T1547.014,,,,,,,,,https://attack.mitre.org/techniques/T1547/014/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Boot or Logon Autostart Execution-T1547,Login Items T1547.015,,,,,,,,,https://attack.mitre.org/techniques/T1547/015/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Boot or Logon Initialization Scripts-T1037,Logon Script (Windows) T1037.001,,,,,,,,,https://attack.mitre.org/techniques/T1037/001/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Boot or Logon Initialization Scripts-T1037,Logon Script (Mac) T1037.002,,,,,,,,,https://attack.mitre.org/techniques/T1037/002/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Boot or Logon Initialization Scripts-T1037,Network Logon Script T1037.003,,,,,,,,,https://attack.mitre.org/techniques/T1037/003/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Boot or Logon Initialization Scripts-T1037,RC Scripts  T1037.004,,,,,,,,,https://attack.mitre.org/techniques/T1037/004/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Boot or Logon Initialization Scripts-T1037,Startup Items   T1037.005,,,,,,,,,https://attack.mitre.org/techniques/T1037/005/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Create or Modify System Process-T1543,Launch Agent-T1543.001,,,,,,,,,https://attack.mitre.org/techniques/T1543/001/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Create or Modify System Process-T1543,Systemd Service-T1543.002,,,,,,,,,https://attack.mitre.org/techniques/T1543/002/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Create or Modify System Process-T1543,Windows Service-T1543.003,,,,,,,,,https://attack.mitre.org/techniques/T1543/003/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Create or Modify System Process-T1543,Launch Daemon-T1543.004,,,,,,,,,https://attack.mitre.org/techniques/T1543/004/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Domain Policy Modification-T1484,Group Policy Modification-T1484.001,,,,,,,,,https://attack.mitre.org/techniques/T1484/001/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Domain Policy Modification-T1484,Domain Trust Modification T1484.002,,,,,,,,,https://attack.mitre.org/techniques/T1484/002/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Event Triggered Execution-T1546,Change Default File Association-T1546.001,,,,,,,,,https://attack.mitre.org/techniques/T1546/001/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Event Triggered Execution-T1546,Screensaver-T1546.002,,,,,,,,,https://attack.mitre.org/techniques/T1546/002/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Event Triggered Execution-T1546,Windows Management Instrumentation Event Subscription T1546.003,,,,,,,,,https://attack.mitre.org/techniques/T1546/003/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Event Triggered Execution-T1546,Unix Shell Configuration Modification T1546.004,,,,,,,,,https://attack.mitre.org/techniques/T1546/004/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Event Triggered Execution-T1546,Trap-T1546.005,,,,,,,,,https://attack.mitre.org/techniques/T1546/005/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Event Triggered Execution-T1546,LC_LOAD_DYLIB Addition-T1546.006,,,,,,,,,https://attack.mitre.org/techniques/T1546/006/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Event Triggered Execution-T1546,Netsh Helper DLL-T1546.007,,,,,,,,,https://attack.mitre.org/techniques/T1546/007/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Event Triggered Execution-T1546,Accessibility Features-T1546.008,,,,,,,,,https://attack.mitre.org/techniques/T1546/008/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Event Triggered Execution-T1546,AppCert DLLs-T1546.009,,,,,,,,,https://attack.mitre.org/techniques/T1546/009/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Event Triggered Execution-T1546,AppInit DLLs-T1546.010,,,,,,,,,https://attack.mitre.org/techniques/T1546/010/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Event Triggered Execution-T1546,Application Shimming-T1546.011,,,,,,,,,https://attack.mitre.org/techniques/T1546/011/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Event Triggered Execution-T1546,Image File Execution Options Injection T1546.012,,,,,,,,,https://attack.mitre.org/techniques/T1546/012/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Event Triggered Execution-T1546,PowerShell Profile-T1546.013,,,,,,,,,https://attack.mitre.org/techniques/T1546/013/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Event Triggered Execution-T1546,Emond-T1546.014,,,,,,,,,https://attack.mitre.org/techniques/T1546/014/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Event Triggered Execution-T1546,Component Object Model Hijacking-T1546.015,,,,,,,,,https://attack.mitre.org/techniques/T1546/015/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Exploitation for Privilege Escalation-T1068,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1068/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Hijaking Execution FLow T1574,DLL Search Order Hijacking T1574.001,,,,,,,,,https://attack.mitre.org/techniques/T1574/001/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Hijaking Execution FLow T1574,DLL Side-Loading T1574.002,,,,,,,,,https://attack.mitre.org/techniques/T1574/002/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Hijaking Execution FLow T1574,Dylib Hijacking T1574.004,,,,,,,,,https://attack.mitre.org/techniques/T1574/004/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Hijaking Execution FLow T1574,Executable Installer File Permissions Weakness T1574.005,,,,,,,,,https://attack.mitre.org/techniques/T1574/005/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Hijaking Execution FLow T1574,Dynamic Linker Hijacking T1574.006,,,,,,,,,https://attack.mitre.org/techniques/T1574/006/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Hijaking Execution FLow T1574,Path Interception by PATH Environment Variable T1574.007,,,,,,,,,https://attack.mitre.org/techniques/T1574/007/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Hijaking Execution FLow T1574,Path Interception by Search Order Hijacking T1574.008,,,,,,,,,https://attack.mitre.org/techniques/T1574/008/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Hijaking Execution FLow T1574,Path Interception by Unquoted Path T1574.009,,,,,,,,,https://attack.mitre.org/techniques/T1574/009/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Hijaking Execution FLow T1574,Services File Permissions Weakness T1574.010,,,,,,,,,https://attack.mitre.org/techniques/T1574/010/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Hijaking Execution FLow T1574,Services Registry Permissions Weakness T 1574.011,,,,,,,,,https://attack.mitre.org/techniques/T1574/011/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Hijaking Execution FLow T1574,COR_PROFILER T1574.012,,,,,,,,,https://attack.mitre.org/techniques/T1574/012/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Process Injection T1055,Dynamic-link Library Injection T1055.001,,,,,,,,,https://attack.mitre.org/techniques/T1055/001/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Process Injection T1055,Portable Executable Injection T1055.002,,,,,,,,,https://attack.mitre.org/techniques/T1055/002/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Process Injection T1055,Thread Execution Hijaking T1055.003,,,,,,,,,https://attack.mitre.org/techniques/T1055/003/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Process Injection T1055,Asynchronous Procedure Call T1055.004,,,,,,,,,https://attack.mitre.org/techniques/T1055/004/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Process Injection T1055,Thread Local Storage T1055.005,,,,,,,,,https://attack.mitre.org/techniques/T1055/005/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Process Injection T1055,Ptrace System Calls T1055.008,,,,,,,,,https://attack.mitre.org/techniques/T1055/008/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Process Injection T1055,Proc Memory T1055.009,,,,,,,,,https://attack.mitre.org/techniques/T1055/009/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Process Injection T1055,Extra Window Memory Injection T1055.011,,,,,,,,,https://attack.mitre.org/techniques/T1055/011/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Process Injection T1055,Process Hollowing T1055.012,,,,,,,,,https://attack.mitre.org/techniques/T1055/012/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Process Injection T1055,Process Doppelganging T1055.013,,,,,,,,,https://attack.mitre.org/techniques/T1055/013/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Process Injection T1055,VDSO Hijacking T1055.014,,,,,,,,,https://attack.mitre.org/techniques/T1055/014/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Scheduled Task/Job-T1053,At (Linux)-T1053.001,,,,,,,,,https://attack.mitre.org/techniques/T1053/001/ ,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Scheduled Task/Job-T1053,At (Windows)-T1053.002,,,,,,,,,https://attack.mitre.org/techniques/T1053/002/ ,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Scheduled Task/Job-T1053,Cron-T1053.003,,,,,,,,,https://attack.mitre.org/techniques/T1053/003/ ,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Scheduled Task/Job-T1053,Scheduled Task-T1053.005,,,,,,,,,https://attack.mitre.org/techniques/T1053/005/ ,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Scheduled Task/Job-T1053,Systemd Timers T1053.006,,,,,,,,,https://attack.mitre.org/techniques/T1053/006/ ,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Valid Accounts-T1078,Default Accounts-T1078.001,,,,,,,,,https://attack.mitre.org/techniques/T1078/001/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Valid Accounts-T1078,Domain Accounts-T1078.002,,,,,,,,,https://attack.mitre.org/techniques/T1078/002/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Valid Accounts-T1078,Local Accounts-T1078.003,,,,,,,,,https://attack.mitre.org/techniques/T1078/003/,
Predict,Security Assesment,OS Penetration Testing,Privilege Escalation,Valid Accounts-T1078,Cloud Accounts-T1078.004,,,,,,,,,https://attack.mitre.org/techniques/T1078/004/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Abuse Elevation Control Mechanism T-1548,Setuid and Setgid 1548.001,,,,,,,,,https://attack.mitre.org/techniques/T1548/001/               ,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Abuse Elevation Control Mechanism T-1548,Bypass User Account Control T1548.002,,,,,,,,,https://attack.mitre.org/techniques/T1548/002/               ,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Abuse Elevation Control Mechanism T-1548,Sudo and Sudo Caching T1548.003,,,,,,,,,https://attack.mitre.org/techniques/T1548/003/               ,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Abuse Elevation Control Mechanism T-1548,Elevated Execution with Prompt T1548.004,,,,,,,,,https://attack.mitre.org/techniques/T1548/004/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Access Token Manipulation-T1134,Token Impersonation/Theft T1134.001,,,,,,,,,https://attack.mitre.org/techniques/T1134/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Access Token Manipulation-T1134,Create Process with Token 1134.002,,,,,,,,,https://attack.mitre.org/techniques/T1134/002/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Access Token Manipulation-T1134,Make and Impersonate Token 1134.003,,,,,,,,,https://attack.mitre.org/techniques/T1134/003/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Access Token Manipulation-T1134,Parent PID Spoofing-T1134.004,,,,,,,,,https://attack.mitre.org/techniques/T1134/004/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Access Token Manipulation-T1134,SID-History Injection-T1134.005,,,,,,,,,https://attack.mitre.org/techniques/T1134/005/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Bits Jobs T-1197,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1197/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,"Deobfuscate, Decode Files or Information T1140",No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1140/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Direct Volume Access T1006,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1006/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Domain Policy Modification T1484,Group Policy Modification T1484.001,,,,,,,,,https://attack.mitre.org/techniques/T1484/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Domain Policy Modification T1484,Domain Trust Modification T1484.002,,,,,,,,,https://attack.mitre.org/techniques/T1484/002/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Execution Guardrails T1480,Environmental Keying T1480.001,,,,,,,,,https://attack.mitre.org/techniques/T1480/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Exploitation for Defense Evasion T1211,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1211/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,File and Directory Permissions Modification T1222,Windows File and Directory Permissions Modification T1222.001,,,,,,,,,https://attack.mitre.org/techniques/T1222/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,File and Directory Permissions Modification T1222,Linux and Mac File and Directory Permissions Modification T1222.002,,,,,,,,,https://attack.mitre.org/techniques/T1222/002/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Hide Artifacts T1564,Hidden files and directories T1564.001,,,,,,,,,https://attack.mitre.org/techniques/T1564/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Hide Artifacts T1564,Hidden Users T1564.002,,,,,,,,,https://attack.mitre.org/techniques/T1564/002/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Hide Artifacts T1564,Hidden Window T1564.003,,,,,,,,,https://attack.mitre.org/techniques/T1564/003/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Hide Artifacts T1564,NTFS File Attributes T1564.004,,,,,,,,,https://attack.mitre.org/techniques/T1564/004/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Hide Artifacts T1564,Hidden File System T1564.005,,,,,,,,,https://attack.mitre.org/techniques/T1564/005/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Hide Artifacts T1564,Run Virtual Instance T1564.006,,,,,,,,,https://attack.mitre.org/techniques/T1564/006/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Hide Artifacts T1564,VBA Stomping T1564.007,,,,,,,,,https://attack.mitre.org/techniques/T1564/007/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Hijaking Execution FLow T1574,DLL Search Order Hijacking T1574.001,,,,,,,,,https://attack.mitre.org/techniques/T1574/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Hijaking Execution FLow T1574,DLL Side-Loading T1574.002,,,,,,,,,https://attack.mitre.org/techniques/T1574/002/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Hijaking Execution FLow T1574,Dylib Hijacking T1574.004,,,,,,,,,https://attack.mitre.org/techniques/T1574/004/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Hijaking Execution FLow T1574,Executable Installer File Permissions Weakness T1574.005,,,,,,,,,https://attack.mitre.org/techniques/T1574/005/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Hijaking Execution FLow T1574,Dynamic Linker Hijacking T1574.006,,,,,,,,,https://attack.mitre.org/techniques/T1574/006/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Hijaking Execution FLow T1574,Path Interception by PATH Environment Variable T1574.007,,,,,,,,,https://attack.mitre.org/techniques/T1574/007/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Hijaking Execution FLow T1574,Path Interception by Search Order Hijacking T1574.008,,,,,,,,,https://attack.mitre.org/techniques/T1574/008/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Hijaking Execution FLow T1574,Path Interception by Unquoted Path T1574.009,,,,,,,,,https://attack.mitre.org/techniques/T1574/009/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Hijaking Execution FLow T1574,Services File Permissions Weakness T1574.010,,,,,,,,,https://attack.mitre.org/techniques/T1574/010/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Hijaking Execution FLow T1574,Services Registry Permissions Weakness T 1574.011,,,,,,,,,https://attack.mitre.org/techniques/T1574/011/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Hijaking Execution FLow T1574,COR_PROFILER T1574.012,,,,,,,,,https://attack.mitre.org/techniques/T1574/012/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Impair Defenses T1562,Disable or Modify Tools T1562.001,,,,,,,,,https://attack.mitre.org/techniques/T1562/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Impair Defenses T1562,Disable Windows Event Logging T1562.002,,,,,,,,,https://attack.mitre.org/techniques/T1562/002/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Impair Defenses T1562,Impair Command History Logging T1562.003,,,,,,,,,https://attack.mitre.org/techniques/T1562/003/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Impair Defenses T1562,Disable or Modify System Firewall T1562.004,,,,,,,,,https://attack.mitre.org/techniques/T1562/004/,
